vessel,carrier,voyage No.,service,POD,ETA,Berthing,Updatetime
"
Vessel BUDAPEST BRIDGE (VRIZ5)",ONE,108N / 109S,JID,YOK,2022/09/25 12:18,2022/09/25 18:15,2022/9/25 15:00
"
Vessel BUXLINK (A8SW3)",ONE,2069N / 2070S,JPH,OSA,2022/09/16 15:52,2022/09/16 16:30,2022/9/16 23:00
"
Vessel CONSILIA (V7A4977)",ONE,024E / 024W,JK1,TYO,2022/09/27 11:00,2022/09/27 12:00,2022/9/21 23:00
"
Vessel CONCERTO (V7A4535)",ONE,024N / 025S,JVH,TYO,2022/09/14 07:02,2022/09/14 07:57,2022/9/14 15:00
"
Vessel INTERASIA VISION (9V3220)",ONE,N032 / S033,JCV,TYO,2022/09/17,2022/09/17,2022/9/14 15:00
"
Vessel OOCL DALIAN (VRFW9)",ONE,675N / 676S,JS3,TYO,2022/09/16 19:00,2022/09/16 20:00,2022/9/14 15:00
"
Vessel GSL ELIZABETH (5LBU3)",ONE,028N / 029S,JSM,TYO,2022/09/17 17:00,2022/09/17 18:00,2022/9/14 15:00
"
Vessel WAN HAI 510 (9VJJ8)",ONE,N156 / S157,JS3,OSA,2022/09/17 22:10,2022/09/17 23:10,2022/9/16 23:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,TYO,2022/09/17 11:06,2022/09/18 08:00,2022/9/17 15:00
"
Vessel NYK FUTAGO (9V8739)",ONE,083N / 084S,NZJ,TYO,2022/09/18 10:15,2022/09/18 11:15,2022/9/17 15:00
"
Vessel WAN HAI 505 (S6AV3)",ONE,N162 / S163,JS3,YOK,2022/09/17 01:12,2022/09/17 16:30,2022/9/17 7:00
"
Vessel ACX CRYSTAL (3ESV6)",ONE,264N / 265S,JT1,YOK,2022/09/17 06:15,2022/09/17,2022/9/17 7:00
"
Vessel ONE COSMOS (3ERV8)",ONE,087E / 087E,PN1,TYO,2022/09/28 07:00,2022/09/28 08:00,2022/9/14 15:00
"
Vessel VALIANT (9HA3391)",ONE,2227W / 2227W,AX3,YOK,2022/09/17 06:45,2022/09/17,2022/9/17 7:00
"
Vessel SAN DIEGO BRIDGE (3FTY6)",ONE,058W / 058W,PN1,TYO,2022/09/28 07:00,2022/09/28 08:00,2022/9/14 15:00
"
Vessel CALIDRIS (V7YB6)",ONE,0101N / 0102S,JPH,TYO,2022/09/29 06:30,2022/09/29 07:30,2022/9/14 15:00
"
Vessel GSL ELIZABETH (5LBU3)",ONE,028N / 029S,JSM,TYO,2022/09/17 16:43,2022/09/17 17:29,2022/9/17 23:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,TYO,2022/09/17 11:06,2022/09/19,2022/9/17 23:00
"
Vessel CONSILIA (V7A4977)",ONE,023E / 023W,JK1,TYO,2022/09/20 07:00,2022/09/20 08:00,2022/9/17 23:00
"
Vessel INTERASIA VISION (9V3220)",ONE,N032 / S033,JCV,TYO,2022/09/21,2022/09/21,2022/9/17 23:00
"
Vessel ONE ORINOCO (VRUN3)",ONE,2236E / 2236E,AX3,YOK,2022/09/23 11:55,2022/09/23 12:40,2022/9/23 23:00
"
Vessel ONE HAMMERSMITH (3FQE8)",ONE,/ 077W,FP1,TYO,2022/09/21 07:00,2022/09/21 08:00,2022/9/17 23:00
"
Vessel ONE ORPHEUS (9V5999)",ONE,066E / 066E,FP1,TYO,2022/09/18 06:55,2022/09/18 08:00,2022/9/18 7:00
"
Vessel WAN HAI 510 (9VJJ8)",ONE,N156 / S157,JS3,OBE,2022/09/17 09:50,2022/09/17 10:50,2022/9/16 23:00
"
Vessel VEGA VENTO (V7A5101)",ONE,436E / 436W,JP1,OBE,2022/09/17 14:00,2022/09/17 15:00,2022/9/16 23:00
"
Vessel ASIAN ACE (D5VS5)",ONE,234N / 237S,IA9,YOK,2022/09/15 07:20,2022/09/15 08:20,2022/9/14 15:00
"
Vessel NYK ISABEL (9VFC3)",ONE,0112N / 0113S,JPH,YOK,2022/09/23 18:00,2022/09/23 18:40,2022/9/23 23:00
"
Vessel INTERASIA VISION (9V3220)",ONE,N032 / S033,JCV,YOK,2022/09/24 11:30,2022/09/24 12:30,2022/9/23 23:00
"
Vessel NYK FUTAGO (9V8739)",ONE,083N / 084S,NZJ,OBE,2022/09/21,2022/09/21,2022/9/16 23:00
"
Vessel OOCL DALIAN (VRFW9)",ONE,675N / 676S,JS3,YOK,2022/09/15 18:00,2022/09/15 19:00,2022/9/14 15:00
"
Vessel GSL ELIZABETH (5LBU3)",ONE,028N / 029S,JSM,YOK,2022/09/18 16:00,2022/09/18 17:00,2022/9/14 15:00
"
Vessel ONE ORINOCO (VRUN3)",ONE,2236E / 2236E,AX3,YOK,2022/09/17 11:00,2022/09/17 12:00,2022/9/14 15:00
"
Vessel MAERSK NACKA (D5VC8)",ONE,235N / 237S,IA8,YOK,2022/09/17 21:00,2022/09/17 22:00,2022/9/14 15:00
"
Vessel NUUK MAERSK (OYLY2)",ONE,236N / 238S,IA8,YOK,2022/09/25 07:25,2022/09/25 08:25,2022/9/23 23:00
"
Vessel NYK ISABEL (9VFC3)",ONE,0113N / 0114S,JPH,OBE,2022/10/16 06:30,2022/10/16 07:30,2022/9/29 15:00
"
Vessel WAN HAI 510 (9VJJ8)",ONE,N156 / S157,JS3,YOK,2022/09/26 10:30,2022/09/26 11:30,2022/9/23 23:00
"
Vessel ONE ORPHEUS (9V5999)",ONE,066E / 066E,FP1,TYO,2022/09/18 07:02,2022/09/18 07:55,2022/9/18 15:00
"
Vessel NYK FUTAGO (9V8739)",ONE,083N / 084S,NZJ,TYO,2022/09/18 10:08,2022/09/18 10:45,2022/9/18 15:00
"
Vessel CONSILIA (V7A4977)",ONE,025E / 025W,JK1,TYO,2022/10/05 19:00,2022/10/05 20:00,2022/9/21 23:00
"
Vessel ACX CRYSTAL (3ESV6)",ONE,264N / 265S,JT1,YOK,2022/09/17 06:15,2022/09/17 06:55,2022/9/17 15:00
"
Vessel VALIANT (9HA3391)",ONE,2227W / 2227W,AX3,YOK,2022/09/17 06:45,2022/09/17 07:50,2022/9/17 15:00
"
Vessel TROPICAL ISLANDER (7JYD)",ONE,148 / 148,SPS,YOK,2022/09/17 12:35,2022/09/17 13:05,2022/9/17 15:00
"
Vessel MAERSK NACKA (D5VC8)",ONE,235N / 237S,IA8,YOK,2022/09/18 17:30,2022/09/18 18:30,2022/9/17 15:00
"
Vessel INTERASIA VISION (9V3220)",ONE,N032 / S033,JCV,YOK,2022/09/21,2022/09/21,2022/9/17 15:00
"
Vessel ONE HAMMERSMITH (3FQE8)",ONE,/ 077W,FP1,TYO,2022/09/23 06:50,2022/09/23 08:00,2022/9/23 7:00
"
Vessel CONSILIA (V7A4977)",ONE,025E / 025W,JK1,TYO,2022/10/03 03:00,2022/10/03 04:00,2022/9/18 7:00
"
Vessel WAN HAI 505 (S6AV3)",ONE,N162 / S163,JS3,YOK,2022/09/17 01:12,2022/09/17 16:10,2022/9/17 23:00
"
Vessel SEASPAN ZAMBEZI (VRNF7)",ONE,028W / 028W,PN2,TYO,2022/10/04 11:00,2022/10/04 12:00,2022/9/18 7:00
"
Vessel AKADIMOS (9HA5144)",ONE,005E / 005E,PN1,TYO,2022/10/05 07:00,2022/10/05 08:00,2022/9/18 7:00
"
Vessel INTERASIA VISION (9V3220)",ONE,N033 / S034,JCV,TYO,2022/10/06,2022/10/06,2022/9/18 7:00
"
Vessel ACX CRYSTAL (3ESV6)",ONE,265N / 266S,JT1,TYO,2022/10/07 07:00,2022/10/07 08:00,2022/9/18 7:00
"
Vessel MOL ENDOWMENT (3EMV4)",ONE,065N / 066S,JSM,TYO,2022/10/08 07:00,2022/10/08 08:00,2022/9/18 7:00
"
Vessel ONE THESEUS (7KIL)",ONE,077W / 077W,PN1,TYO,2022/10/03 17:00,2022/10/03 18:00,2022/9/18 7:00
"
Vessel CONCERTO (V7A4535)",ONE,025N / 026S,JVH,TYO,2022/10/05 07:00,2022/10/05 08:00,2022/9/18 7:00
"
Vessel BAY BRIDGE (3FCS5)",ONE,159N / 160S,JID,TYO,2022/10/08 07:00,2022/10/08 08:00,2022/9/18 7:00
"
Vessel ONE HARBOUR (3EIQ5)",ONE,092E / 092E,FP1,TYO,2022/10/03 17:00,2022/10/03 18:00,2022/9/18 7:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,YOK,2022/09/20,2022/09/20,2022/9/17 23:00
"
Vessel BUXLINK (A8SW3)",ONE,2070N / 2071S,JPH,TYO,2022/10/05 21:00,2022/10/05 22:00,2022/9/18 7:00
"
Vessel SEATTLE BRIDGE (3FFH5)",ONE,073W / 073W,PS5,TYO,2022/10/08 17:00,2022/10/08 18:00,2022/9/18 7:00
"
Vessel ASIAN ACE (D5VS5)",ONE,234N / 237S,IA9,OBE,2022/09/17 09:20,2022/09/17 10:20,2022/9/17 7:00
"
Vessel MSC NATASHA (D5PL3)",ONE,FA230R / FA230R,AX2,YOK,2022/09/18 06:20,2022/09/18,2022/9/18 7:00
"
Vessel GSL ELIZABETH (5LBU3)",ONE,028N / 029S,JSM,YOK,2022/09/18 06:45,2022/09/18,2022/9/18 7:00
"
Vessel VANUATU CHIEF (9V9718)",ONE,2214N / 2218S,SPS,YOK,2022/09/26 19:30,2022/09/26 20:30,2022/9/23 23:00
"
Vessel VANUATU CHIEF (9V9718)",ONE,2214N / 2218S,SPS,YOK,2022/09/26 16:50,2022/09/26 17:40,2022/9/26 23:00
"
Vessel CONFIDENCE (V7A4533)",ONE,075N / 075S,IAE,OSA,2022/09/19,2022/09/19,2022/9/17 23:00
"
Vessel WAN HAI 510 (9VJJ8)",ONE,N156 / S157,JS3,OSA,2022/09/20 PM,2022/09/20 PM,2022/9/17 23:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,YOK,2022/09/28 13:00,2022/09/28 14:00,2022/9/26 23:00
"
Vessel MSC NATASHA (D5PL3)",ONE,FA230R / FA230R,AX2,YOK,2022/09/18 06:20,2022/09/18 07:30,2022/9/18 15:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,TYO,2022/09/17 11:06,2022/09/20,2022/9/18 23:00
"
Vessel BUXLINK (A8SW3)",ONE,2069N / 2070S,JPH,OBE,2022/09/17 07:20,2022/09/17 08:42,2022/9/17 15:00
"
Vessel GSL ELIZABETH (5LBU3)",ONE,028N / 029S,JSM,YOK,2022/09/18 06:45,2022/09/18 07:50,2022/9/18 15:00
"
Vessel SEASPAN BRAVO (VRNJ2)",ONE,2227W / 2227W,AX2,YOK,2022/10/03 07:00,2022/10/03 08:00,2022/9/18 7:00
"
Vessel MAERSK VICTORIA (9V8105)",ONE,237N / 240S,IA9,YOK,2022/10/06 08:00,2022/10/06 09:00,2022/9/18 7:00
"
Vessel ASIAN ACE (D5VS5)",ONE,234N / 237S,IA9,OBE,2022/09/17 09:20,2022/09/17 10:25,2022/9/17 15:00
"
Vessel INTERASIA VISION (9V3220)",ONE,N033 / S034,JCV,YOK,2022/10/07,2022/10/07,2022/9/18 7:00
"
Vessel ACX CRYSTAL (3ESV6)",ONE,265N / 266S,JT1,YOK,2022/10/08 07:00,2022/10/08 08:00,2022/9/18 7:00
"
Vessel WAN HAI 510 (9VJJ8)",ONE,N156 / S157,JS3,OBE,2022/09/17 09:35,2022/09/17 10:50,2022/9/17 15:00
"
Vessel VEGA VENTO (V7A5101)",ONE,436E / 436W,JP1,OBE,2022/09/17 13:40,2022/09/17 14:40,2022/9/17 15:00
"
Vessel CONCERTO (V7A4535)",ONE,024N / 025S,JVH,OBE,2022/09/17 14:35,2022/09/17,2022/9/17 15:00
"
Vessel CONFIDENCE (V7A4533)",ONE,075N / 075S,IAE,OBE,2022/09/17 16:55,2022/09/17 19:00,2022/9/17 15:00
"
Vessel OOCL DALIAN (VRFW9)",ONE,676N / 677S,JS3,YOK,2022/10/09,2022/10/09,2022/9/18 7:00
"
Vessel BUXLINK (A8SW3)",ONE,2070N / 2071S,JPH,YOK,2022/10/06 12:00,2022/10/06 13:00,2022/9/18 7:00
"
Vessel TALLAHASSEE (9V5027)",ONE,052E / 052E,AHX,YOK,2022/10/07 06:00,2022/10/07 07:00,2022/9/18 7:00
"
Vessel SOUTH ISLANDER (7KAA)",ONE,149 / 149,SPS,YOK,2022/10/08 08:00,2022/10/08 09:00,2022/9/18 7:00
"
Vessel MOL ENDOWMENT (3EMV4)",ONE,065N / 066S,JSM,YOK,2022/10/09 07:00,2022/10/09 08:00,2022/9/18 7:00
"
Vessel VALIANT (9HA3391)",ONE,2239E / 2239E,AX3,YOK,2022/10/07 07:00,2022/10/07 08:00,2022/9/18 7:00
"
Vessel SEASPAN BRILLIANCE (VRNL2)",ONE,2230W / 2230W,AX3,YOK,2022/10/08 17:00,2022/10/08 18:00,2022/9/18 7:00
"
Vessel BAY BRIDGE (3FCS5)",ONE,159N / 160S,JID,YOK,2022/10/09 12:00,2022/10/09 13:00,2022/9/18 7:00
"
Vessel MAERSK NORESUND (3FCY9)",ONE,238N / 240S,IA8,YOK,2022/10/07 09:00,2022/10/07 10:00,2022/9/18 7:00
"
Vessel VANTAGE (9HA3435)",ONE,2237E / 2237E,AX3,YOK,2022/10/02 07:00,2022/10/02 08:00,2022/9/26 23:00
"
Vessel MSC ELISA (D5QH7)",ONE,FA231R / FA231R,AX2,YOK,2022/09/26 19:00,2022/09/26 20:05,2022/9/26 23:00
"
Vessel CONCERTO (V7A4535)",ONE,024N / 025S,JVH,OBE,2022/09/17 14:35,2022/09/17 16:06,2022/9/17 23:00
"
Vessel CONFIDENCE (V7A4533)",ONE,075N / 075S,IAE,OBE,2022/09/17 16:55,2022/09/17 18:22,2022/9/17 23:00
"
Vessel CONFIDENCE (V7A4533)",ONE,077N / 077S,IAE,OSA,2022/10/03 11:00,2022/10/03 12:00,2022/9/18 7:00
"
Vessel OOCL DALIAN (VRFW9)",ONE,676N / 677S,JS3,OSA,2022/10/05,2022/10/05,2022/9/18 7:00
"
Vessel BUXLINK (A8SW3)",ONE,2070N / 2071S,JPH,OSA,2022/10/07 23:00,2022/10/08 00:00,2022/9/18 7:00
"
Vessel MOL SUCCESS (3FTZ5)",ONE,155N / 156S,JV2,OSA,2022/10/05 17:00,2022/10/05 18:00,2022/9/18 7:00
"
Vessel CONFIDENCE (V7A4533)",ONE,075N / 075S,IAE,OSA,2022/09/20,2022/09/20,2022/9/18 15:00
"
Vessel MAERSK NACKA (D5VC8)",ONE,235N / 237S,IA8,YOK,2022/09/18 17:10,2022/09/18 17:45,2022/9/18 23:00
"
Vessel BAI CHAY BRIDGE (3FAD8)",ONE,115N / 116S,JID,OBE,2022/10/05 07:00,2022/10/05 08:00,2022/9/18 7:00
"
Vessel OOCL DALIAN (VRFW9)",ONE,676N / 677S,JS3,OBE,2022/10/06,2022/10/06,2022/9/18 7:00
"
Vessel ONE OLYMPUS (9VPQ7)",ONE,069E / 069E,FP1,OBE,2022/10/07 07:00,2022/10/07 08:00,2022/9/18 7:00
"
Vessel YM TARGET (D5XC6)",ONE,008W / 008W,PS6,OBE,2022/10/08 07:00,2022/10/08 08:00,2022/9/18 7:00
"
Vessel CONFIDENCE (V7A4533)",ONE,078N / 078S,IAE,OBE,2022/10/09 11:00,2022/10/09 12:00,2022/9/18 7:00
"
Vessel LORRAINE (A8IZ3)",ONE,002N / 003S,JSM,OBE,2022/10/05 07:00,2022/10/05 08:00,2022/9/18 7:00
"
Vessel SEASPAN ZAMBEZI (VRNF7)",ONE,028W / 028W,PN2,OBE,2022/10/06 00:01,2022/10/06 01:00,2022/9/18 7:00
"
Vessel CONCERTO (V7A4535)",ONE,025N / 026S,JVH,OBE,2022/10/08 07:00,2022/10/08 08:00,2022/9/18 7:00
"
Vessel ONE HANNOVER (3EIC8)",ONE,089W / 089W,FP1,OBE,2022/10/05 07:00,2022/10/05 08:00,2022/9/18 7:00
"
Vessel MOL SUCCESS (3FTZ5)",ONE,155N / 156S,JV2,OBE,2022/10/06 06:00,2022/10/06 07:00,2022/9/18 7:00
"
Vessel MAERSK VICTORIA (9V8105)",ONE,237N / 240S,IA9,OBE,2022/10/08 13:00,2022/10/08 14:00,2022/9/18 7:00
"
Vessel ONE THESEUS (7KIL)",ONE,077W / 077W,PN1,OBE,2022/10/05 22:00,2022/10/05 23:00,2022/9/18 7:00
"
Vessel SOUTH ISLANDER (7KAA)",ONE,149 / 149,SPS,OBE,2022/10/06 08:00,2022/10/06 09:00,2022/9/18 7:00
"
Vessel BUXLINK (A8SW3)",ONE,2070N / 2071S,JPH,OBE,2022/10/08 15:00,2022/10/08 16:00,2022/9/18 7:00
"
Vessel VEGA VENTO (V7A5101)",ONE,439E / 439W,JP1,OBE,2022/10/06 17:00,2022/10/06 18:00,2022/9/18 7:00
"
Vessel HANSA HOMBURG (D5RH5)",ONE,235N / 238S,IA9,YOK,2022/09/22 14:00,2022/09/22 15:00,2022/9/18 23:00
"
Vessel CONSILIA (V7A4977)",ONE,023E / 023W,JK1,TYO,2022/09/21 06:42,2022/09/21 07:20,2022/9/21 15:00
"
Vessel INTERASIA VISION (9V3220)",ONE,N032 / S033,JCV,TYO,2022/09/21 11:25,2022/09/22 19:00,2022/9/21 15:00
"
Vessel WAN HAI 510 (9VJJ8)",ONE,N156 / S157,JS3,OSA,2022/09/21 16:27,2022/09/21 17:05,2022/9/21 23:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,TYO,2022/09/17 11:06,2022/09/24,2022/9/21 15:00
"
Vessel BEETHOVEN (D5CE3)",ONE,053N / 054S,JV2,OSA,2022/09/21 16:51,2022/09/21 17:40,2022/9/21 23:00
"
Vessel ONE MAGDALENA (VRUN5)",ONE,002W / 002W,PN2,TYO,2022/09/21 06:56,2022/09/21 07:44,2022/9/21 15:00
"
Vessel ONE HAMBURG (3FVW2)",ONE,072E /,FP1,TYO,2022/09/24 07:00,2022/09/24 08:00,2022/9/21 15:00
"
Vessel NYK VENUS (3EJG5)",ONE,072W /,FP1,TYO,2022/09/22 12:30,2022/09/22 13:30,2022/9/21 15:00
"
Vessel GSL ELIZABETH (5LBU3)",ONE,028N / 029S,JSM,OBE,2022/09/23 06:40,2022/09/23 07:38,2022/9/23 23:00
"
Vessel CONSILIA (V7A4977)",ONE,024E / 024W,JK1,TYO,2022/09/27 04:00,2022/09/27 05:00,2022/9/21 15:00
"
Vessel NYK ISABEL (9VFC3)",ONE,0112N / 0113S,JPH,TYO,2022/09/23 07:00,2022/09/23 08:00,2022/9/19 23:00
"
Vessel INTERASIA HORIZON (9VJD4)",ONE,N015 / S016,JS3,TYO,2022/09/28,2022/09/28,2022/9/21 15:00
"
Vessel WAN HAI 510 (9VJJ8)",ONE,N156 / S157,JS3,TYO,2022/09/25,2022/09/25,2022/9/19 23:00
"
Vessel CONSILIA (V7A4977)",ONE,023E / 023W,JK1,TYO,2022/09/21 06:42,2022/09/21,2022/9/21 7:00
"
Vessel PENANG BRIDGE (3FZD5)",ONE,061N / 062S,JVH,OBE,2022/09/25 07:15,2022/09/25 08:15,2022/9/23 23:00
"
Vessel ONE HAMBURG (3FVW2)",ONE,072E /,FP1,TYO,2022/09/23 12:30,2022/09/23 13:30,2022/9/19 23:00
"
Vessel CALIDRIS (V7YB6)",ONE,0101N / 0102S,JPH,TYO,2022/10/01 06:30,2022/10/01 07:30,2022/9/21 15:00
"
Vessel ONE MAGDALENA (VRUN5)",ONE,002W / 002W,PN2,OBE,2022/09/23 06:40,2022/09/23 07:40,2022/9/23 23:00
"
Vessel NYK VENUS (3EJG5)",ONE,072W / 072W,FP1,OBE,2022/09/25 10:45,2022/09/25 11:45,2022/9/23 23:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,TYO,2022/09/17 11:06,2022/09/21,2022/9/19 15:00
"
Vessel INTERASIA VISION (9V3220)",ONE,N032 / S033,JCV,TYO,2022/09/21 11:30,2022/09/22 19:00,2022/9/20 23:00
"
Vessel VEGA VENTO (V7A5101)",ONE,437E / 437W,JP1,OBE,2022/09/27,2022/09/27,2022/9/23 23:00
"
Vessel BAI CHAY BRIDGE (3FAD8)",ONE,115N / 116S,JID,TYO,2022/10/01 17:00,2022/10/01 18:00,2022/9/21 15:00
"
Vessel ONE MAGDALENA (VRUN5)",ONE,002W / 002W,PN2,TYO,2022/09/21 07:00,2022/09/21 08:00,2022/9/19 15:00
"
Vessel NYK VENUS (3EJG5)",ONE,/ 072W,FP1,TYO,2022/09/29 12:30,2022/09/29 13:30,2022/9/21 15:00
"
Vessel ONE HAMBURG (3FVW2)",ONE,072E /,FP1,TYO,2022/09/24 12:30,2022/09/24 13:30,2022/9/20 23:00
"
Vessel CONSILIA (V7A4977)",ONE,023E / 023W,JK1,TYO,2022/09/21 07:00,2022/09/21 08:00,2022/9/19 15:00
"
Vessel MOL PREMIUM (3EOJ7)",ONE,066E / 066E,PN1,TYO,2022/09/22 12:30,2022/09/22 13:30,2022/9/20 23:00
"
Vessel WAN HAI 506 (S6AV4)",ONE,N210 / S211,JS3,TYO,2022/10/03,2022/10/03,2022/9/21 15:00
"
Vessel SEATTLE BRIDGE (3FFH5)",ONE,073W / 073W,PS5,TYO,2022/10/04 04:30,2022/10/04 05:30,2022/9/21 15:00
"
Vessel CONSILIA (V7A4977)",ONE,025E / 025W,JK1,TYO,2022/10/05 23:00,2022/10/06 00:00,2022/9/21 15:00
"
Vessel YM TIPTOP (D5XC7)",ONE,007W / 007W,PN2,TYO,2022/10/09 06:00,2022/10/09 07:00,2022/9/21 15:00
"
Vessel ONE HANNOVER (3EIC8)",ONE,089W /,FP1,TYO,2022/10/03 07:00,2022/10/03 08:00,2022/9/21 15:00
"
Vessel CONSILIA (V7A4977)",ONE,023E / 023W,JK1,TYO,2022/09/21 06:45,2022/09/21 07:45,2022/9/20 15:00
"
Vessel ONE THESEUS (7KIL)",ONE,077W / 077W,PN1,TYO,2022/10/07 07:00,2022/10/07 08:00,2022/9/21 15:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,TYO,2022/09/17 11:06,2022/09/23,2022/9/20 15:00
"
Vessel WAN HAI 510 (9VJJ8)",ONE,N156 / S157,JS3,TYO,2022/09/25 08:00,2022/09/25 09:00,2022/9/20 15:00
"
Vessel ONE HANNOVER (3EIC8)",ONE,/ 089W,FP1,TYO,2022/10/09 07:00,2022/10/09 08:00,2022/9/21 15:00
"
Vessel CONCERTO (V7A4535)",ONE,025N / 026S,JVH,TYO,2022/10/07 15:00,2022/10/07 16:00,2022/9/21 15:00
"
Vessel NYK CONSTELLATION (3FCZ6)",ONE,089N / 090S,JSM,TYO,2022/09/24 20:00,2022/09/24 21:00,2022/9/20 15:00
"
Vessel SAN FRANCISCO BRIDGE (3FPV6)",ONE,058E / 058E,PN1,TYO,2022/09/25 18:00,2022/09/25 19:00,2022/9/20 15:00
"
Vessel INTERASIA VISION (9V3220)",ONE,N032 / S033,JCV,TYO,2022/09/21 11:30,2022/09/21 12:30,2022/9/20 15:00
"
Vessel MOL PREMIUM (3EOJ7)",ONE,066E / 066E,PN1,TYO,2022/09/22 18:00,2022/09/22 19:00,2022/9/20 15:00
"
Vessel ONE HAMMERSMITH (3FQE8)",ONE,/ 077W,FP1,TYO,2022/09/23 07:00,2022/09/23 08:00,2022/9/20 15:00
"
Vessel PENANG BRIDGE (3FZD5)",ONE,061N / 062S,JVH,OBE,2022/09/24 22:00,2022/09/24 23:00,2022/9/20 15:00
"
Vessel BUXLINK (A8SW3)",ONE,2070N / 2071S,JPH,TYO,2022/10/07 20:30,2022/10/07 21:30,2022/9/21 15:00
"
Vessel VEGA VENTO (V7A5101)",ONE,437E / 437W,JP1,OBE,2022/09/25 18:00,2022/09/25 19:00,2022/9/20 15:00
"
Vessel NYK FUTAGO (9V8739)",ONE,083N / 084S,NZJ,OBE,2022/09/21 18:00,2022/09/21 19:07,2022/9/21 23:00
"
Vessel NAVIOS MIAMI (A8UL6)",ONE,166N / 167S,NZJ,OBE,2022/10/01,2022/10/01,2022/9/20 15:00
"
Vessel NUUK MAERSK (OYLY2)",ONE,236N / 238S,IA8,YOK,2022/09/23 13:00,2022/09/23 14:00,2022/9/19 23:00
"
Vessel WAN HAI 510 (9VJJ8)",ONE,N156 / S157,JS3,YOK,2022/09/24,2022/09/24,2022/9/19 23:00
"
Vessel CONFIDENCE (V7A4533)",ONE,076N / 076S,IAE,OBE,2022/09/27 13:00,2022/09/27 14:00,2022/9/20 15:00
"
Vessel HANSA HOMBURG (D5RH5)",ONE,235N / 238S,IA9,YOK,2022/09/22 11:00,2022/09/22 12:00,2022/9/19 23:00
"
Vessel NYK ISABEL (9VFC3)",ONE,0112N / 0113S,JPH,YOK,2022/09/23 18:00,2022/09/23 19:00,2022/9/19 23:00
"
Vessel ARICA BRIDGE (3FBA4)",ONE,212N / 213S,JV2,OBE,2022/10/01 04:00,2022/10/01 05:00,2022/9/20 15:00
"
Vessel GREEN WAVE (9V6363)",ONE,031N / 032S,JVH,OBE,2022/10/02 07:00,2022/10/02 08:00,2022/9/20 15:00
"
Vessel NAVIOS UNISON (D5OA4)",ONE,011W / 011W,PN2,OBE,2022/10/01 11:00,2022/10/01 12:00,2022/9/20 15:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,OBE,2022/09/28 12:00,2022/09/28 13:00,2022/9/20 15:00
"
Vessel CONFIDENCE (V7A4533)",ONE,077N / 077S,IAE,OBE,2022/10/01 16:00,2022/10/01 17:00,2022/9/20 15:00
"
Vessel CALIDRIS (V7YB6)",ONE,0101N / 0102S,JPH,OBE,2022/10/03 00:30,2022/10/03 01:30,2022/9/20 15:00
"
Vessel NYK ISABEL (9VFC3)",ONE,0113N / 0114S,JPH,YOK,2022/10/13 21:30,2022/10/13 22:30,2022/9/26 23:00
"
Vessel JAKARTA EXPRESS (D5CC6)",ONE,058N / 059S,JID,YOK,2022/09/21,2022/09/21,2022/9/19 15:00
"
Vessel ONE THESEUS (7KIL)",ONE,077W / 077W,PN1,OBE,2022/10/08 09:00,2022/10/08 10:00,2022/9/20 15:00
"
Vessel ONE HANNOVER (3EIC8)",ONE,089W / 089W,FP1,OBE,2022/10/09 07:00,2022/10/09 08:00,2022/9/20 15:00
"
Vessel VEGA VENTO (V7A5101)",ONE,438E / 438W,JP1,OBE,2022/10/03 14:00,2022/10/03 15:00,2022/9/20 15:00
"
Vessel CONFIDENCE (V7A4533)",ONE,078N / 078S,IAE,OBE,2022/10/07 17:00,2022/10/07 18:00,2022/9/20 15:00
"
Vessel HANSA HOMBURG (D5RH5)",ONE,235N / 238S,IA9,YOK,2022/09/22 17:30,2022/09/22 18:30,2022/9/21 15:00
"
Vessel BUXLINK (A8SW3)",ONE,2070N / 2071S,JPH,OBE,2022/10/09 14:30,2022/10/09 15:30,2022/9/20 15:00
"
Vessel VALENCE (9HA3398)",ONE,2228W / 2228W,AX3,YOK,2022/09/25 07:00,2022/09/25 08:00,2022/9/21 15:00
"
Vessel VANUATU CHIEF (9V9718)",ONE,2214N / 2218S,SPS,YOK,2022/09/23,2022/09/23,2022/9/21 15:00
"
Vessel PENANG BRIDGE (3FZD5)",ONE,061N / 062S,JVH,OBE,2022/09/25 06:35,2022/09/25 07:32,2022/9/25 15:00
"
Vessel NYK ISABEL (9VFC3)",ONE,0112N / 0113S,JPH,OSA,2022/09/26 17:05,2022/09/26 18:05,2022/9/26 23:00
"
Vessel ACX DIAMOND (9VFL3)",ONE,295N / 296S,JT1,TYO,2022/09/23 14:00,2022/09/23 15:00,2022/9/20 15:00
"
